All,Alle
"There is no MediaGalleryEntryConverter for given type","Der er ingen MediaGalleryEntryConverter for den givne type"
"Please enter a number 0 or greater in this field.","Indtast venligst et tal, 0 eller større i dette felt."
"SKU length should be %1 characters maximum.","SKU længde bør være maksimalt %1 tegn."
"Please enter a valid number in this field.","Angiv et gyldigt tal i dette felt."
"We found a duplicate website, tier price, customer group and quantity.","Vi fandt en duplikeret hjemmeside, tier price, kundegruppe eller mængde."
"Percentage value must be a number between 0 and 100.","Procentværdi skal være et tal mellem 0 og 100."
"Invalid option id %1","Ugyldig indstilling id %1"
"Use config","Brug config"
"Attribute Set already exists.","Attributtet findes allerede."
"We couldn't copy file %1. Please delete media with non-existing images and try again.","Vi kunne ikke kopiere filen %1. Slet medier med ikke-eksisterende billeder, og prøv igen."
"The option type to get group instance is incorrect.","Den valgte mulighed for at få gruppe instance er forkert."
"Select type options required values rows.","Vælg type indstillinger krævet af værdi rækker."
"Please specify date required option(s).","Angiv venligst dato krævede indstillinger."
"Please specify time required option(s).","Angiv venligst dato krævede indstillinger."
"The option instance type in options group is incorrect.","Den valgte valgmulighed i valgmuligheder er forkert."
"The product instance type in options group is incorrect.","Det valgte produkt type i valgmuligheder er forkert."
"The configuration item option instance in options group is incorrect.","Det valgte konfigurations element i valgmuligheder er forkert."
"The configuration item instance in options group is incorrect.","Konfigurations elementet i valgmuligheder er forkert."
"The BuyRequest instance in options group is incorrect.","Det valgte BuyRequest i valgmuligheder er forkert."
"We can't add the product to the cart because of an option validation issue.","Vi kunne ikke tilføje produktet til kurven på grund af en fejl med indstillingerne."
"%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType","%1 forlænger ikke \Magento\Catalog\Model\Product\Option\Type\DefaultType"
"The file '%1' for '%2' has an invalid extension.","Filen '%1' for '%2' har en ugyldig extension."
"The maximum allowed image size for '%1' is %2x%3 px.","Maksimalt tilladte billedstørrelse for '%1' er %2x%3 px."
"The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.","Filen '%1' du har uploadet er større end de %2 megabytes tilladt af vores server."
"The file '%1' is invalid. Please choose another one","Filen '%1' er ugyldig. Vælg venligst en anden"
"File '%1' is not an image.","Filen '%1' er ikke et billede."
"Some of the selected item options are not currently available.","Nogle af de markerede indstillinger er ikke tilgængelige i øjeblikket."
"Invalid attribute %fieldName = %fieldValue.","Ugyldig attribut %fieldName = %fieldValue."
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId.","Ønskede butik blev ikke fundet. Række-ID: SKU = %SKU, butiks-ID: %storeId."
"Invalid attribute Cost = %cost. Row ID: SKU = %SKU, Store ID: %storeId.","Ugyldig attribut Omkostninger = %cost. Række-ID: SKU = %SKU, butiks-ID: %storeId."
"Could not save Prices.","Kunne ikke gemme priser."
"Could not delete Prices","Kunne ikke slette priser"
"Could not save Tier Prices","Kunne ikke gemme niveau priser"
"Could not replace Tier Prices","Kunne ikke erstatte niveau priser"
"Could not delete Tier Prices","Kunne ikke slette niveau priser"
"Invalid attribute SKU = %SKU. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Ugyldig attribut SKU = %SKU. Række-ID: SKU = %SKU, hjemmeside-ID: % websiteId, kunde gruppe: %customerGroup, mængde: % antal."
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Ugyldig attribut pris = %price. Række-ID: SKU = %SKU, Hjemmeside-ID: % websiteId, Kunde gruppe: %customerGroup, Antal: %qty."
"Invalid attribute Price Type = %priceType. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Ugyldig attribut Pris type= %priceType. Række-ID: SKU = %SKU, Hjemmeside-ID: % websiteId, Kunde gruppe: %customerGroup, Antal: %qty."
"Invalid attribute Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Ugyldig attribut Antal= %qty. Række-ID: SKU = %SKU, hjemmeside-ID: %websiteId, Kunde gruppe: %customerGroup, Antal: %qty."
"Invalid attribute Website ID = %websiteId. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Ugyldig attribut Hjemmeside-ID = %websiteId. Række-ID: SKU = %SKU, Hjemmeside-ID: %websiteId, Kunde gruppe: %customerGroup, Antal: %qty."
"We found a duplicate website, tier price, customer group and quantity: Customer Group = %customerGroup, Website ID = %websiteId, Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Vi fandt en duplikant af hjemmesiden, tier pris, kunde gruppe og antal: Kunde gruppe= %customerGroup, Hjemmeside-ID = %websiteId, Antal= %qty. Række-ID: SKU = %SKU, Hjemmeside-ID: %websiteId, Kundegruppe: %customerGroup, Antal: %qty."
"No such entity with Customer Group = %customerGroup. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Der findes ingen enhed med Kunde gruppe = %customerGroup. Række-ID: SKU = %SKU, Hjemmeside-ID: %websiteId, Kunde gruppe: %customerGroup, Antal: %qty."
"Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3","Produktet har ikke en gruppe pris med den data: customerGroupId = '%1', website = %2, qty = %3"
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType","%1 forlænger ikke \Magento\Catalog\Model\Product\Type\AbstractType"
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price","%1 forlænger ikke \Magento\Catalog\Model\Product\Type\Price"
"Not Visible Individually","Ikke synligt individuelt"
"Catalog, Search","Katalog, Søg"
"Something went wrong while removing products from the websites.","Noget gik galt, mens du fjernede produkter fra hjemmesiderne."
"Something went wrong while adding products to websites.","Noget gik galt under tilføjelse af produkter til hjemmesiderne."
"Product with SKU '%1' is not linked to product with SKU '%2'","Produkt med SKU '%1' er ikke knyttet til produkt med SKU '%2'"
"Product %1 doesn't have linked %2 as %3","Produkt %1 har ikke kædet %2 som %3"
"Invalid product data: %1","Ugyldig produktdata: %1"
"Database connection error","Database forbindelsesfejl"
"Database deadlock found when trying to get lock","Database deadlock funder ved at lede efter lock"
"Database lock wait timeout exceeded","Database lock ventetid timeout overskredet"
"There are not websites for assign to product","Der er ikke hjemmesider som kan tildeles produktet"
"Could not assign product ""%1"" to websites ""%2""","Kunne ikke tildele produkt ""%1"" til hjemmesiderne ""%2"""
"Could not save product ""%1"" with websites %2","Kunne ikke gemme produkt ""%1"" med hjemmesiderne %2"
"We cannot determine the field name.","Vi kan ikke bestemme navnet på feltet."
"Attribute '%1' is locked. %2","Attribut '%1' er låst. %2"
"Do not change the scope. %1","Undlad at ændre anvendelsesområdet. %1"
"Processor %1 doesn't implement BaseSelectProcessorInterface","Proces %1 implementere ikke BaseSelectProcessorInterface"
"A product type is not defined for the indexer.","En produkttype er ikke defineret ud fra indexer."
"Product with SKU %1 is not linked to product with SKU %2","Produkt med SKU %1 er ikke knyttet til produkt med SKU %2"
"%1 doesn't extend \Magento\Framework\Filter\Template","%1 udvuder ikke \Magento\Framework\Model\AbstractModel"
"Could not get extension attributes","Kunne ikke hente udvidelsesattributter"
message,besked
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Ugyldig attribut pris = %price. Række-ID: SKU = %SKU, butiks-ID: %storeId, pris fra: %priceFrom, pris: %priceTo."
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Ønskede butik blev ikke fundet. Række-ID: SKU = %SKU, butiks-ID: %storeId, pris fra: %priceFrom, pris: %priceTo."
"Invalid attribute %label = %priceTo. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Ugyldig attribut %label = %priceTo. Række-ID: SKU = %SKU, butiks-ID: %storeId, pris fra: %priceFrom, pris: %priceTo."
"Product Name or SKU","Produktnavn eller Varenummer"
"Advanced Pricing","Avanceret priser"
"Customer Group Price","Kundegruppe pris"
"Customer Group",Kundegruppe
"Special Price From","Special pris fra"
"Product Alerts","Produktet alarmer"
"Add Selected","Tilføj valgte"
"Select Attribute","Vælg attribut"
"Create New Attribute","Opret ny attribut"
"Customizable Options","Brugerdefinerbare indstillinger"
"Custom options let customers choose the product variations they want.","Brugerdefinerede indstillinger lader kunderne vælge de produktvarianter de ønsker."
"Select Product","Vælg produkt"
"Add Value","Tilføje værdi"
"Option Type",Optionstype
"Max Characters","Max tegn"
"Compatible File Extensions","Kompatibel filendelser"
"Maximum Image Size","Maksimal billedstørrelse"
"Please leave blank if it is not an image.","Lad være tomt hvis det ikke er et billede."
"This item has weight","Denne vare har vægt"
"This item has no weight","Denne vare har ingen vægt"
"Set Product as New From","Sæt produkt som ny fra"
"Related Products, Up-Sells, and Cross-Sells","Relaterede produkter, Opsalg og krydssalg"
"Related products are shown to customers in addition to the item the customer is looking at.","Relaterede produkter vises ud over den vare, kunden ser på."
"Add Related Products","Tilføje relaterede produkter"
"An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.","Et op-salgsprodukt er en dyrere eller bedre alternativ til den vare, kunden ser på."
"Add Up-Sell Products","Tilføj Op-salgs produkt"
"Up-Sell Products",Opsalgsprodukt
"Add Cross-Sell Products","Tilføj krydssalgs produkter"
"Cross-Sell Products","Krydssalgs produkter"
"Schedule Update From","Planlægge opdatering fra"
"Product in Websites","Produkt i Websites"
name,navn
"Copy Data from","Kopiere data fra"
"This operation can take a long time","Handlingen kan tage lang tid"
"Collapse All","Skjul alle"
"Expand All","Vis alle"
"Manage Titles (Size, Color, etc.)","Administrere titler (størrelse, farve, osv.)"
"Sort Option",Sorteringsindstillingen
"The value of Admin must be unique.","Værdien af Admin skal være entydigt."
Groups,Grupper
"Double click on a group to rename it.","Dobbelt klik på en gruppe for at omdøbe den."
"Unassigned Attributes","Ikke-tildelte attributter"
"A name is required.","Der kræves et navn."
"Please select a node.","Vælg en node."
"Please enter a new group name.","Angiv et nyt gruppenavn."
"Custom Options","Brugerdefinerede indstillinger"
"This is a required option.","Dette er en påkrævet valgmulighed."
"The field isn't complete.","Feltet er ikke komplet."
"Compatible file extensions to upload","Kompatible filformater som kan uploades"
"Maximum image width","Maksimum billedbredde"
"Maximum image height","Maksimale billedhøjde"
"Product online","Produkt online"
"Product offline","Produkt offline"
"Product online status","Produkt online status"
"Manage Stock","Administrer lager"
